AVGGIFT,HV1_log,IC1_transformed,IC5_transformed,gender,TARGET_D
15.3,8.464607079666665,16.91517397,4.236240483,Male,20.0
15.0,8.69775128,16.51445638,4.241202474,Female,15.0
14.81818182,7.875619505333334,15.93775998,4.198726511,Female,10.0
5.206896552,6.6171758406666665,13.54342221,4.112402611,Male,5.0
14.77777778,8.87900389,17.63723372,4.1889868,Male,15.0
25.0,8.847218242333334,16.83648441,4.249356444,Male,25.0
11.625,8.768064181,16.66084287,4.203214774,Female,15.0
20.0,8.968489008666667,20.52297339,4.26373121,Male,20.0
25.0,11.249215235666668,16.34884404,4.180240321,Female,50.0
16.5,7.935860947,16.93082794,4.201381845,U,15.0
4.857142857,7.555533666666666,14.37586418,4.207385338,Female,5.0
19.0,8.352483291333334,18.66278814,4.2455957810000005,Female,10.0
4.75,7.1356798206666685,18.17086775,4.19974589,Female,5.0
25.0,9.958452614333334,20.69365717,4.302737144,Female,25.0
7.454545455,6.9606000770000005,13.82363633,4.140092809,Male,9.0
20.0,9.190147979666666,18.08862254,4.204311149,Female,20.0
5.538461539,6.924255797000001,13.98235979,4.135016017,Male,12.0
9.5,7.558292563666668,15.88493918,4.174662854,Male,8.0
10.83333333,7.791781726333332,18.22529948,4.227260976,Male,10.0
8.333333332999999,7.498042875,13.1019253,4.149315542,Male,15.0
9.444444444,7.408409174333332,14.91109475,4.169440692,Female,10.0
4.923076923,6.6451776706666665,13.02564152,4.131602945,Female,5.0
11.4,7.501720917666668,13.59086772,4.157766503,Female,14.0
20.0,8.682379086666666,16.67695692,4.2351432330000005,Male,20.0
11.33333333,6.704525226666667,13.82363633,4.171817014,Female,5.0
15.0,7.046057751,13.4476017,4.114826544,Male,15.0
10.35714286,6.892456529333332,13.37490329,4.130161075,Female,10.0
7.545454545,8.596187509666668,14.6480503,4.215669412,Female,14.0
4.4117647060000005,6.508813185,12.81812162,4.123031287,Female,6.0
21.66666667,8.939795318333333,14.99030523,4.1687725460000005,Male,25.0
8.315789473999999,8.965545573,18.61081805,4.2540284910000015,Female,12.0
10.75,7.529694770666668,15.52397181,4.157275223,Female,14.0
5.0,6.1204491416666675,14.11579859,4.134846884,Male,5.0
5.714285714,7.105021380666669,17.44732111,4.179330829,Female,5.0
12.0,7.998042875,10.91526858,4.072221792,Female,21.0
12.33333333,7.205451122333332,14.37586418,4.133171254,Female,16.0
7.166666667,6.9645598223333325,13.17740476,4.135297391,Female,10.0
8.111111111,7.1050719220000005,13.84651779,4.135648205,Male,15.0
4.5,7.569023427,19.54177075,4.23762489,Male,6.0
25.0,8.769194280333334,16.86804466,4.172540162,Female,25.0
20.66666667,8.961723082666667,15.83178309,4.154644333,Male,20.0
7.181818182000001,7.395777427333332,15.22334023,4.152211394,Female,10.0
25.0,7.1164680570000005,13.77766207,4.150673134,Female,15.0
25.0,8.540102989333334,15.0687375,4.166170075,Male,25.0
13.7826087,9.060852300666664,14.20347286,4.134917384,Male,35.0
15.2,8.769194280333334,15.35623337,4.16915481,Female,25.0
5.5,6.3114569189999985,14.66859938,4.160295853,Female,3.0
10.6,10.612257447333333,20.73589627,4.272159322,Female,25.0
17.0,9.597042581333335,19.6360711,4.234354157,Male,25.0
9.714285713999999,6.7831371146666655,12.46723114,4.106689825,Male,5.0
15.0,10.971281186666667,18.15721031,4.19334022,Female,50.0
8.214285713999999,7.37502482,15.43120882,4.140092809,Female,12.0
5.571428571,7.2007363113333325,15.81398899,4.131660851,Female,7.0
7.617021277,8.133130700333334,19.22896523,4.236894568,Male,10.0
15.0,8.517879852333332,14.81095815,4.140308837,Male,25.0
17.86666667,8.241742507666666,13.51958419,4.200973087,Female,20.0
9.571428571,7.755977224333331,18.17086775,4.208486512,Female,10.0
13.6,7.627919914333331,14.07157963,4.158673544,Female,10.0
7.894736842,7.000075888666668,14.37586418,4.145459498,Male,5.0
8.96875,8.290942623333333,17.19280214,4.170315174,Female,10.0
6.666666667,7.150279049,18.12983553,4.19388031,Female,6.0
8.344827586000001,8.404819161666666,16.23098438,4.167403213,Male,20.0
6.1,7.465335110333331,15.31848535,4.192113339,Female,10.0
5.777777778,6.679157895333335,13.68485322,4.0859176910000015,Female,7.0
8.75,7.089083375333334,14.50267386,4.167865006,Female,10.0
3.5,7.444436851,19.14302616,4.2306188439999985,Male,3.0
22.6,10.543393614666666,15.63392285,4.178853877,Female,50.0
10.66666667,9.164982537666667,17.00868465,4.182785203,Male,20.0
4.8421052630000005,6.825195457666668,15.29954541,4.15734553,Female,5.0
14.8,10.193223069666669,18.58472677,4.236877255,Female,35.0
18.42105263,9.379008127999999,17.90789564,4.216391131,Female,24.0
10.83333333,8.84739632,17.66610304,4.197978533,Male,15.0
9.5,8.265418240333334,13.93735133,4.138720252,Female,25.0
13.25,8.120291665666668,13.77766207,4.136025964,Male,20.0
19.25,7.972629795,19.67120581,4.215338494,Female,15.0
16.66666667,8.538531896333334,15.54239923,4.19552741,Male,25.0
8.0,7.0174822243333335,16.12864888,4.207990078,Female,10.0
10.7,7.491416271333332,13.89207201,4.1201915510000005,Male,19.0
20.0,7.7850063526666675,15.90258311,4.184859103,Male,5.0
20.0,10.234996193999999,19.70621785,4.248868658,Female,30.0
6.461538462,6.559123196,13.37490329,4.134338085,Female,6.0
12.33333333,8.731005741,19.62433209,4.211082454,Male,21.0
5.625,6.560852300666666,13.4476017,4.128583591,Male,5.0
6.714285714,7.281057626,15.28056119,4.218116403,Male,6.0
5.888888889,7.484905207333332,16.39886315,4.198521519,Male,10.0
15.0,7.176926026,12.71202499,4.097849144,Male,15.0
6.238095238,7.145295279666668,18.15721031,4.188870659,Male,5.0
8.642857142999999,8.347587986333332,17.16237877,4.186184545,Female,10.0
17.14285714,8.521084983333333,14.52360866,4.142302453,Female,25.0
12.0,8.605426131333331,14.54448728,4.144824217,Female,25.0
13.1,7.327087173333332,15.70641868,4.1401333430000005,Female,10.0
8.058823529,8.005260744666666,13.37490329,4.068235048,Male,20.0
18.57142857,10.010211083666668,14.02710128,4.152406878,Female,50.0
11.125,8.985869125666666,19.04387785,4.242960213,Female,20.0
12.66666667,8.960629404333334,15.59743521,4.188108344,U,25.0
20.0,7.904991291666668,12.92264184,4.1164879239999985,Female,20.0
12.6,10.211280453666667,19.69456073,4.288565768,Male,20.0
5.727272727000001,7.248914038,15.97288437,4.190689992,Male,6.0
24.22222222,10.591535690666669,13.68485322,4.117286135,Female,50.0
7.607142857,7.410962568333333,15.31848535,4.1941024539999985,Female,7.0
12.5,7.7566566003333355,12.89665646,4.114362073,Male,25.0
8.941176471,8.329201563333333,17.8656847,4.232680163,Female,7.0
5.95945946,6.547372179,13.47167456,4.112301305,Male,6.0
9.727272727,7.593880434,14.87119175,4.163241566,Female,15.0
6.666666667,6.715615913666668,14.43952862,4.131327522,Male,5.0
15.0,10.218685495,13.39921671,4.115980315,Female,30.0
12.2,9.771778884333331,19.16765708,4.207673002,Male,22.0
25.0,9.419431475666666,16.16289778,4.2058588860000015,Male,20.0
8.666666667000001,8.226972363,15.37504194,4.0734792660000005,Male,21.0
10.81818182,8.599609836666666,18.40005991,4.205589584,Female,11.0
13.57142857,9.058747260333334,14.77054601,4.167521519,Female,25.0
8.434782608999999,7.269483701333332,15.02961748,4.15548016,Male,10.0
9.0,7.782334292000001,14.481682500000002,4.131182316,Female,15.0
4.666666667,6.887466170666666,16.67695692,4.215169127,Female,5.0
3.210526316,6.113631176,11.79854858,4.097204716,Female,3.0
5.290322581,6.530395839,15.02961748,4.145330118,Female,3.0
12.31818182,8.255591274,14.43952862,4.210177112,Male,12.0
6.919354839,7.772587279333331,15.43120882,4.212618382,Female,10.0
11.36363636,7.411818267999999,15.12706208,4.168442373,Female,12.0
5.195652174,6.670495478666668,12.00919675,4.121580231,Female,5.0
13.33333333,8.013884909,15.48699248,4.199070057,Female,15.0
27.28571429,10.456862337,17.11654848,4.1754690760000015,U,45.0
26.66666667,7.680381822666668,14.54448728,4.154680274,Female,20.0
4.454545455,6.150007943666668,11.70617338,4.068187712,Male,5.0
22.0,9.144670039,16.93082794,4.169271365,Female,27.0
11.28571429,9.380861081666666,16.36554947,4.200635336,Female,14.0
4.230769231,6.366722822333332,13.05116011,4.110993992,Male,10.0
24.08333333,7.538972428333333,18.01952719,4.187340898,Male,10.0
20.0,8.771688047333333,16.993168,4.188995729,Male,25.0
9.074074074,7.239231906666667,14.93097136,4.159516226,Male,11.0
25.0,9.548386408999999,16.26482473,4.195998423,Female,30.0
14.75,7.182658113333333,12.27063366,4.102509624,Male,16.0
25.0,8.936283416666667,15.48699248,4.153669824,Female,20.0
5.833333333,7.632641669666668,16.5308441,4.196090713,Female,5.0
8.25,7.407186026666667,15.88493918,4.200627282,Female,8.0
14.5,8.293174347,17.43254663,4.221213406,Male,6.0
15.0,8.244528024666666,13.30147137,4.1163898360000015,Female,20.0
5.214285714,7.530622776666667,19.05632656,4.274928079,Male,5.0
5.0,8.058231107666666,15.86725799,4.221560265,Male,5.0
3.173913044,7.188602222666668,13.4476017,4.180980026,Female,5.0
10.85714286,8.749689680666666,17.66610304,4.243882147,Female,17.0
11.94117647,6.606982072666668,12.06817806,4.100413754,Female,5.0
8.666666667000001,8.079839057666666,15.99025059,4.209851436,Female,11.0
7.333333333,7.913348154666666,19.47045578,4.229282113,Female,11.0
8.363636364,7.055909601333332,15.12706208,4.1423289930000005,Male,10.0
8.333333332999999,7.163054239333332,12.89665646,4.120350131,Female,10.0
7.333333333,7.177213767333332,15.84953936,4.152565475,Female,10.0
10.0,8.219061429666668,9.030197412,4.069436521,Male,17.0
9.5,7.153118671666667,14.18164863,4.125625816,Male,14.0
6.928571429,8.144551717333334,19.48237716,4.277054496,Female,10.0
2.445945946,5.9249500170000005,13.22728763,4.097735655,Male,6.0
4.578947368,6.817164687000001,15.56078545,4.190793961000002,Male,6.0
35.0,11.225112186666665,19.44657005,4.299862717,Male,35.0
4.409090909,6.178718049666665,11.7679009,4.089473919,Female,5.0
8.923076923,7.755366278333333,15.5791307,4.1598263960000015,Male,13.0
7.264347826,7.695044673333332,15.77828648,4.161557585,Female,10.0
8.833333332999999,7.427746793333332,16.38222246,4.1800087910000014,Female,10.0
5.4375,7.150498020333334,12.73870011,4.080439575,Male,10.0
7.666666667,8.922509012333334,14.68909475,4.220125639,Female,10.0
5.466666667,7.248914038,15.39380721,4.286500519,Female,6.0
4.571428571,6.987549628666668,15.77828648,4.195139029,Male,5.0
3.571428571,6.838594078,16.26482473,4.173555306,Female,6.0
8.578947368,7.409802902333332,17.19280214,4.18295476,Female,10.0
6.142857143,7.211759517333332,13.17740476,4.145407762,Female,10.0
15.0,8.596354642333333,16.44859297,4.210685902,Female,10.0
10.625,8.944392803,19.77587804,4.289671188,Female,15.0
15.25,8.692032757666666,16.00767495,4.185707682,U,23.0
12.5,7.74375384,14.52360866,4.147358336,Female,15.0
6.666666667,7.314351433333332,12.18460903,4.0633926460000005,Female,7.0
10.6,8.313057181666666,17.29847741,4.17648896,Male,20.0
6.285714286,7.238561791333332,15.44984564,4.17632957,Male,10.0
5.857142857,6.7592006033333325,15.74243025,4.147574552,Male,7.0
13.0,7.117705120666669,13.47167456,4.1316753230000005,Male,20.0
8.857142857000001,7.340611045333333,12.71202499,4.101429177,Female,10.0
13.6,8.052394762999999,14.81095815,4.219441903,Female,15.0
7.454545455,7.567830571,17.13185142,4.172488657,Female,9.0
8.0,7.595636361,14.81095815,4.185872975,Male,15.0
12.75,8.034853852666666,13.84651779,4.13171873,Female,20.0
15.0,8.376087273,17.31347285,4.18384552,Female,15.0
17.5,7.908296531333332,14.72992576,4.197358302,Female,10.0
16.6,8.601278394666666,15.00998552,4.1870143,Female,23.0
9.666666667000001,7.534853852666668,16.39886315,4.248414756,Female,14.0
25.0,9.983599370333334,18.53232936,4.227008009,Female,25.0
14.0,7.944119556333335,14.13781194,4.113109497,Female,25.0
3.411764706,6.656942511666667,13.4234493,4.115107715,Female,5.0
9.277777777999999,7.702347784333331,16.86804466,4.194230416,Male,10.0
12.5,8.907707003333334,17.32844334,4.213525437,Male,25.0
11.55555556,9.356086049333332,15.83178309,4.199827042,Female,19.0
12.16666667,7.210202517333332,13.91474578,4.160352977,Female,13.0
6.5,7.63857246,16.709096,4.172210136,Female,9.0
4.705882353,6.503441393666668,14.75026207,4.1427925010000015,Male,5.0
12.6875,8.776411707333333,16.0942611,4.235190157,Female,16.0
15.33333333,7.495612284666668,12.65836714,4.116912093,U,20.0
13.0,15.319899792333336,16.54720085,4.226392078,Male,100.0
6.166666667,7.519296062666668,15.31848535,4.204925083,Female,14.0
7.05,7.151077392666668,13.4234493,4.101042414,Male,11.0
6.142857143,6.770988432,14.26857425,4.156970079,Female,6.0
25.0,10.587640288,18.21172111,4.214921663,Female,30.0
5.75,7.557036982,17.75216911,4.228510699,Female,6.0
4.5,7.591745484333331,16.24792133,4.181209616,U,4.0
20.18181818,6.762922476333332,13.1019253,4.086805536,Female,10.0
8.5,8.451520519333334,15.52397181,4.204513577,Female,25.0
13.0,8.083398949666666,16.38222246,4.179116931,Female,20.0
4.875,7.008340398666668,17.14712815,4.171557658,Female,5.0
8.875,8.986743682,16.28169473,4.17278707,Male,15.0
12.33333333,7.783803755333333,15.50550297,4.1698734810000015,Male,16.0
10.33333333,8.005768922,18.10238041,4.197184023,Male,15.0
10.5,9.598138472666667,17.65167977,4.170451552,Male,32.0
25.5,10.157379344333334,14.79077793,4.193657728,Male,28.0
10.08333333,7.569899792333333,18.22529948,4.23898572,Female,7.0
17.375,9.991040336666666,15.76037768,4.188324103,Male,38.0
18.33333333,9.705824056666666,11.25682377,4.212169288,Female,20.0
7.523809524,8.814383093333333,15.10766758,4.242282584,Male,10.0
10.0,8.088405201,13.75456821,4.185053355,Female,15.0
13.77777778,8.985070540333334,17.10121922,4.205881939,U,25.0
4.1111111110000005,8.403301482333333,15.26153242,4.1741256380000005,Female,4.0
6.0,8.855137364333334,16.24792133,4.220858731,Female,7.0
6.904761905,7.012303027666667,15.52397181,4.157929815,Female,8.0
17.0,9.382676731333332,18.74021905,4.235266364,Male,19.0
20.0,9.255768922,17.46207153,4.193039052,Female,30.0
5.857142857,7.077500234333332,14.50267386,4.145769446,Female,10.0
7.0,7.210051082333332,12.18460903,4.1901505760000015,Male,7.0
10.5,7.124902473333332,12.94853219,4.132123124,Male,10.0
8.769230769,6.903118671666667,13.00003121,4.066184415,Female,11.0
7.0,6.253214256333332,14.24693524,4.0968622460000015,Female,7.0
12.21428571,7.280639196333332,15.0687375,4.1741256380000005,Male,10.0
11.33333333,8.423599055666669,15.77828648,4.18998252,U,20.0
6.0,7.337621507333332,12.84439723,4.068021905,Male,10.0
7.8,8.594226529333334,18.07484437,4.2759103289999985,Female,10.0
7.8,6.5359635796666655,13.70816434,4.120698305,Male,8.0
7.483333332999999,7.6308371966666675,13.77766207,4.166484995,Male,11.0
5.928571429,6.6593334403333335,14.41836535,4.124481044,Male,10.0
15.0,7.450509174,14.20347286,4.155289628,Female,15.0
25.0,8.603646219333331,18.58472677,4.253596763,Female,16.0
6.714285714,7.442204981666667,16.39886315,4.175257983,U,5.0
6.147058824,8.668820105333335,20.30559961,4.250942454,Female,7.0
5.9375,6.208611741333332,13.4476017,4.115388262,Female,10.0
3.8,6.876571120666668,13.84651779,4.1566994930000005,Male,5.0
15.2,8.533599950666666,18.18450531,4.22092574,Female,20.0
12.2,7.377245179333332,15.41252942,4.187783938,Male,10.0
25.0,8.117137088666668,14.72992576,4.120255007,Male,20.0
27.5,9.390117346333334,13.91474578,4.132870647,Male,40.0
14.77777778,7.991025628666668,15.29954541,4.132051007,Female,20.0
8.916666667000001,6.889012961666667,15.04920137,4.164516577,Female,5.0
10.125,7.613255240333332,17.60827291,4.200989145,Male,10.0
9.777777777999999,9.929652119,18.89323817,4.281092434,Male,15.0
7.933333332999999,7.580919860333331,16.465106,4.187720752,Female,10.0
14.91666667,7.582247371333332,15.97288437,4.190689992,Female,10.0
5.484848485,7.2710211686666675,18.86790268,4.221052942,Male,5.0
8.566666667,7.177213767333332,12.41163425,4.1082163430000005,Female,10.0
20.0,8.658763093666668,14.13781194,4.127929044,Male,20.0
13.33333333,9.085447549666666,18.99392346,4.233195294,Female,20.0
12.53333333,10.113091853333334,20.00466763,4.251701389,Female,25.0
15.0,8.250775405666666,18.53232936,4.238878178,Female,17.0
15.0,7.726972363,12.49486195,4.114062582,Male,15.0
8.333333332999999,8.369697271333331,8.573391677,4.113344252,Female,10.0
10.07142857,7.276132708333333,15.02961748,4.142474857,Male,16.0
11.22222222,7.7569677146666685,15.44984564,4.134011916,Female,14.0
9.592592593,7.791350057666667,14.20347286,4.1251844160000015,Male,20.0
8.076923077,6.849490493333333,12.29906794,4.117107384,Female,10.0
3.6,6.245612284666668,11.3557905,4.073046202,Female,5.0
15.0,6.996203191,11.54925463,4.122050152,Female,15.0
11.125,7.8208235803333315,17.78067943,4.216111417,Male,10.0
